customer_id,customer_name,customer_email,signup_date
121,Customer 121,customer121@example.com,2020-03-28 16:30:16
122,Customer 122,customer122@example.com,2020-03-29 10:02:31
123,Customer 123,customer123@example.com,2020-03-30 03:34:46
124,Customer 124,customer124@example.com,2020-03-30 21:07:01
125,Customer 125,customer125@example.com,2020-03-31 14:39:16
126,Customer 126,customer126@example.com,2020-04-01 08:11:31
127,Customer 127,customer127@example.com,2020-04-02 01:43:47
128,Customer 128,customer128@example.com,2020-04-02 19:16:02
129,Customer 129,customer129@example.com,2020-04-03 12:48:17
130,Customer 130,customer130@example.com,2020-04-04 06:20:32
131,Customer 131,customer131@example.com,2020-04-04 23:52:47
132,Customer 132,customer132@example.com,2020-04-05 17:25:02
133,Customer 133,customer133@example.com,2020-04-06 10:57:17
134,Customer 134,customer134@example.com,2020-04-07 04:29:32
135,Customer 135,customer135@example.com,2020-04-07 22:01:48
136,Customer 136,customer136@example.com,2020-04-08 15:34:03
137,Customer 137,customer137@example.com,2020-04-09 09:06:18
138,Customer 138,customer138@example.com,2020-04-10 02:38:33
139,Customer 139,customer139@example.com,2020-04-10 20:10:48
140,Customer 140,customer140@example.com,2020-04-11 13:43:03
141,Customer 141,customer141@example.com,2020-04-12 07:15:18
142,Customer 142,customer142@example.com,2020-04-13 00:47:34
143,Customer 143,customer143@example.com,2020-04-13 18:19:49
144,Customer 144,customer144@example.com,2020-04-14 11:52:04
145,Customer 145,customer145@example.com,2020-04-15 05:24:19
146,Customer 146,customer146@example.com,2020-04-15 22:56:34
147,Customer 147,customer147@example.com,2020-04-16 16:28:49
148,Customer 148,customer148@example.com,2020-04-17 10:01:04
149,Customer 149,customer149@example.com,2020-04-18 03:33:20
150,Customer 150,customer150@example.com,2020-04-18 21:05:35
151,Customer 151,customer151@example.com,2020-04-19 14:37:50
152,Customer 152,customer152@example.com,2020-04-20 08:10:05
153,Customer 153,customer153@example.com,2020-04-21 01:42:20
154,Customer 154,customer154@example.com,2020-04-21 19:14:35
155,Customer 155,customer155@example.com,2020-04-22 12:46:50
156,Customer 156,customer156@example.com,2020-04-23 06:19:05
157,Customer 157,customer157@example.com,2020-04-23 23:51:21
158,Customer 158,customer158@example.com,2020-04-24 17:23:36
159,Customer 159,customer159@example.com,2020-04-25 10:55:51
160,Customer 160,customer160@example.com,2020-04-26 04:28:06
161,Customer 161,customer161@example.com,2020-04-26 22:00:21
162,Customer 162,customer162@example.com,2020-04-27 15:32:36
163,Customer 163,customer163@example.com,2020-04-28 09:04:51
164,Customer 164,customer164@example.com,2020-04-29 02:37:07
165,Customer 165,customer165@example.com,2020-04-29 20:09:22
166,Customer 166,customer166@example.com,2020-04-30 13:41:37
167,Customer 167,customer167@example.com,2020-05-01 07:13:52
168,Customer 168,customer168@example.com,2020-05-02 00:46:07
169,Customer 169,customer169@example.com,2020-05-02 18:18:22
170,Customer 170,customer170@example.com,2020-05-03 11:50:37
171,Customer 171,customer171@example.com,2020-05-04 05:22:52
172,Customer 172,customer172@example.com,2020-05-04 22:55:08
173,Customer 173,customer173@example.com,2020-05-05 16:27:23
174,Customer 174,customer174@example.com,2020-05-06 09:59:38
175,Customer 175,customer175@example.com,2020-05-07 03:31:53
176,Customer 176,customer176@example.com,2020-05-07 21:04:08
177,Customer 177,customer177@example.com,2020-05-08 14:36:23
178,Customer 178,customer178@example.com,2020-05-09 08:08:38
179,Customer 179,customer179@example.com,2020-05-10 01:40:54
180,Customer 180,customer180@example.com,2020-05-10 19:13:09
181,Customer 181,customer181@example.com,2020-05-11 12:45:24
182,Customer 182,customer182@example.com,2020-05-12 06:17:39
183,Customer 183,customer183@example.com,2020-05-12 23:49:54
184,Customer 184,customer184@example.com,2020-05-13 17:22:09
185,Customer 185,customer185@example.com,2020-05-14 10:54:24
186,Customer 186,customer186@example.com,2020-05-15 04:26:40
187,Customer 187,customer187@example.com,2020-05-15 21:58:55
188,Customer 188,customer188@example.com,2020-05-16 15:31:10
189,Customer 189,customer189@example.com,2020-05-17 09:03:25
190,Customer 190,customer190@example.com,2020-05-18 02:35:40
191,Customer 191,customer191@example.com,2020-05-18 20:07:55
192,Customer 192,customer192@example.com,2020-05-19 13:40:10
193,Customer 193,customer193@example.com,2020-05-20 07:12:25
194,Customer 194,customer194@example.com,2020-05-21 00:44:41
195,Customer 195,customer195@example.com,2020-05-21 18:16:56
196,Customer 196,customer196@example.com,2020-05-22 11:49:11
197,Customer 197,customer197@example.com,2020-05-23 05:21:26
198,Customer 198,customer198@example.com,2020-05-23 22:53:41
199,Customer 199,customer199@example.com,2020-05-24 16:25:56
200,Customer 200,customer200@example.com,2020-05-25 09:58:11
201,Customer 201,customer201@example.com,2020-05-26 03:30:27
202,Customer 202,customer202@example.com,2020-05-26 21:02:42
203,Customer 203,customer203@example.com,2020-05-27 14:34:57
204,Customer 204,customer204@example.com,2020-05-28 08:07:12
205,Customer 205,customer205@example.com,2020-05-29 01:39:27
206,Customer 206,customer206@example.com,2020-05-29 19:11:42
207,Customer 207,customer207@example.com,2020-05-30 12:43:57
208,Customer 208,customer208@example.com,2020-05-31 06:16:12
209,Customer 209,customer209@example.com,2020-05-31 23:48:28
210,Customer 210,customer210@example.com,2020-06-01 17:20:43
211,Customer 211,customer211@example.com,2020-06-02 10:52:58
212,Customer 212,customer212@example.com,2020-06-03 04:25:13
213,Customer 213,customer213@example.com,2020-06-03 21:57:28
214,Customer 214,customer214@example.com,2020-06-04 15:29:43
215,Customer 215,customer215@example.com,2020-06-05 09:01:58
216,Customer 216,customer216@example.com,2020-06-06 02:34:14
217,Customer 217,customer217@example.com,2020-06-06 20:06:29
218,Customer 218,customer218@example.com,2020-06-07 13:38:44
219,Customer 219,customer219@example.com,2020-06-08 07:10:59
220,Customer 220,customer220@example.com,2020-06-09 00:43:14
221,Customer 221,customer221@example.com,2020-06-09 18:15:29
222,Customer 222,customer222@example.com,2020-06-10 11:47:44
223,Customer 223,customer223@example.com,2020-06-11 05:20:00
224,Customer 224,customer224@example.com,2020-06-11 22:52:15
225,Customer 225,customer225@example.com,2020-06-12 16:24:30
226,Customer 226,customer226@example.com,2020-06-13 09:56:45
227,Customer 227,customer227@example.com,2020-06-14 03:29:00
228,Customer 228,customer228@example.com,2020-06-14 21:01:15
229,Customer 229,customer229@example.com,2020-06-15 14:33:30
230,Customer 230,customer230@example.com,2020-06-16 08:05:45
231,Customer 231,customer231@example.com,2020-06-17 01:38:01
232,Customer 232,customer232@example.com,2020-06-17 19:10:16
233,Customer 233,customer233@example.com,2020-06-18 12:42:31
234,Customer 234,customer234@example.com,2020-06-19 06:14:46
235,Customer 235,customer235@example.com,2020-06-19 23:47:01
236,Customer 236,customer236@example.com,2020-06-20 17:19:16
237,Customer 237,customer237@example.com,2020-06-21 10:51:31
238,Customer 238,customer238@example.com,2020-06-22 04:23:47
239,Customer 239,customer239@example.com,2020-06-22 21:56:02
240,Customer 240,customer240@example.com,2020-06-23 15:28:17
241,Customer 241,customer241@example.com,2020-06-24 09:00:32
242,Customer 242,customer242@example.com,2020-06-25 02:32:47
243,Customer 243,customer243@example.com,2020-06-25 20:05:02
244,Customer 244,customer244@example.com,2020-06-26 13:37:17
245,Customer 245,customer245@example.com,2020-06-27 07:09:32
246,Customer 246,customer246@example.com,2020-06-28 00:41:48
247,Customer 247,customer247@example.com,2020-06-28 18:14:03
248,Customer 248,customer248@example.com,2020-06-29 11:46:18
249,Customer 249,customer249@example.com,2020-06-30 05:18:33
250,Customer 250,customer250@example.com,2020-06-30 22:50:48
251,Customer 251,customer251@example.com,2020-07-01 16:23:03
252,Customer 252,customer252@example.com,2020-07-02 09:55:18
253,Customer 253,customer253@example.com,2020-07-03 03:27:34
254,Customer 254,customer254@example.com,2020-07-03 20:59:49
255,Customer 255,customer255@example.com,2020-07-04 14:32:04
256,Customer 256,customer256@example.com,2020-07-05 08:04:19
257,Customer 257,customer257@example.com,2020-07-06 01:36:34
258,Customer 258,customer258@example.com,2020-07-06 19:08:49
259,Customer 259,customer259@example.com,2020-07-07 12:41:04
260,Customer 260,customer260@example.com,2020-07-08 06:13:20
261,Customer 261,customer261@example.com,2020-07-08 23:45:35
262,Customer 262,customer262@example.com,2020-07-09 17:17:50
263,Customer 263,customer263@example.com,2020-07-10 10:50:05
264,Customer 264,customer264@example.com,2020-07-11 04:22:20
265,Customer 265,customer265@example.com,2020-07-11 21:54:35
266,Customer 266,customer266@example.com,2020-07-12 15:26:50
267,Customer 267,customer267@example.com,2020-07-13 08:59:05
268,Customer 268,customer268@example.com,2020-07-14 02:31:21
269,Customer 269,customer269@example.com,2020-07-14 20:03:36
270,Customer 270,customer270@example.com,2020-07-15 13:35:51
271,Customer 271,customer271@example.com,2020-07-16 07:08:06
272,Customer 272,customer272@example.com,2020-07-17 00:40:21
273,Customer 273,customer273@example.com,2020-07-17 18:12:36
274,Customer 274,customer274@example.com,2020-07-18 11:44:51
275,Customer 275,customer275@example.com,2020-07-19 05:17:07
276,Customer 276,customer276@example.com,2020-07-19 22:49:22
277,Customer 277,customer277@example.com,2020-07-20 16:21:37
278,Customer 278,customer278@example.com,2020-07-21 09:53:52
279,Customer 279,customer279@example.com,2020-07-22 03:26:07
280,Customer 280,customer280@example.com,2020-07-22 20:58:22
281,Customer 281,customer281@example.com,2020-07-23 14:30:37
282,Customer 282,customer282@example.com,2020-07-24 08:02:52
283,Customer 283,customer283@example.com,2020-07-25 01:35:08
284,Customer 284,customer284@example.com,2020-07-25 19:07:23
285,Customer 285,customer285@example.com,2020-07-26 12:39:38
286,Customer 286,customer286@example.com,2020-07-27 06:11:53
287,Customer 287,customer287@example.com,2020-07-27 23:44:08
288,Customer 288,customer288@example.com,2020-07-28 17:16:23
289,Customer 289,customer289@example.com,2020-07-29 10:48:38
290,Customer 290,customer290@example.com,2020-07-30 04:20:54
291,Customer 291,customer291@example.com,2020-07-30 21:53:09
292,Customer 292,customer292@example.com,2020-07-31 15:25:24
293,Customer 293,customer293@example.com,2020-08-01 08:57:39
294,Customer 294,customer294@example.com,2020-08-02 02:29:54
295,Customer 295,customer295@example.com,2020-08-02 20:02:09
296,Customer 296,customer296@example.com,2020-08-03 13:34:24
297,Customer 297,customer297@example.com,2020-08-04 07:06:40
298,Customer 298,customer298@example.com,2020-08-05 00:38:55
299,Customer 299,customer299@example.com,2020-08-05 18:11:10
300,Customer 300,customer300@example.com,2020-08-06 11:43:25
301,Customer 301,customer301@example.com,2020-08-07 05:15:40
302,Customer 302,customer302@example.com,2020-08-07 22:47:55
303,Customer 303,customer303@example.com,2020-08-08 16:20:10
304,Customer 304,customer304@example.com,2020-08-09 09:52:25
305,Customer 305,customer305@example.com,2020-08-10 03:24:41
306,Customer 306,customer306@example.com,2020-08-10 20:56:56
307,Customer 307,customer307@example.com,2020-08-11 14:29:11
308,Customer 308,customer308@example.com,2020-08-12 08:01:26
309,Customer 309,customer309@example.com,2020-08-13 01:33:41
310,Customer 310,customer310@example.com,2020-08-13 19:05:56
311,Customer 311,customer311@example.com,2020-08-14 12:38:11
312,Customer 312,customer312@example.com,2020-08-15 06:10:27
313,Customer 313,customer313@example.com,2020-08-15 23:42:42
314,Customer 314,customer314@example.com,2020-08-16 17:14:57
315,Customer 315,customer315@example.com,2020-08-17 10:47:12
316,Customer 316,customer316@example.com,2020-08-18 04:19:27
317,Customer 317,customer317@example.com,2020-08-18 21:51:42
318,Customer 318,customer318@example.com,2020-08-19 15:23:57
319,Customer 319,customer319@example.com,2020-08-20 08:56:12
320,Customer 320,customer320@example.com,2020-08-21 02:28:28
321,Customer 321,customer321@example.com,2020-08-21 20:00:43
322,Customer 322,customer322@example.com,2020-08-22 13:32:58
323,Customer 323,customer323@example.com,2020-08-23 07:05:13
324,Customer 324,customer324@example.com,2020-08-24 00:37:28
325,Customer 325,customer325@example.com,2020-08-24 18:09:43
326,Customer 326,customer326@example.com,2020-08-25 11:41:58
327,Customer 327,customer327@example.com,2020-08-26 05:14:14
328,Customer 328,customer328@example.com,2020-08-26 22:46:29
329,Customer 329,customer329@example.com,2020-08-27 16:18:44
330,Customer 330,customer330@example.com,2020-08-28 09:50:59
331,Customer 331,customer331@example.com,2020-08-29 03:23:14
332,Customer 332,customer332@example.com,2020-08-29 20:55:29
333,Customer 333,customer333@example.com,2020-08-30 14:27:44
334,Customer 334,customer334@example.com,2020-08-31 08:00:00
335,Customer 335,customer335@example.com,2020-09-01 01:32:15
336,Customer 336,customer336@example.com,2020-09-01 19:04:30
337,Customer 337,customer337@example.com,2020-09-02 12:36:45
338,Customer 338,customer338@example.com,2020-09-03 06:09:00
339,Customer 339,customer339@example.com,2020-09-03 23:41:15
340,Customer 340,customer340@example.com,2020-09-04 17:13:30
341,Customer 341,customer341@example.com,2020-09-05 10:45:45
342,Customer 342,customer342@example.com,2020-09-06 04:18:01
343,Customer 343,customer343@example.com,2020-09-06 21:50:16
344,Customer 344,customer344@example.com,2020-09-07 15:22:31
345,Customer 345,customer345@example.com,2020-09-08 08:54:46
346,Customer 346,customer346@example.com,2020-09-09 02:27:01
347,Customer 347,customer347@example.com,2020-09-09 19:59:16
348,Customer 348,customer348@example.com,2020-09-10 13:31:31
349,Customer 349,customer349@example.com,2020-09-11 07:03:47
350,Customer 350,customer350@example.com,2020-09-12 00:36:02
351,Customer 351,customer351@example.com,2020-09-12 18:08:17
352,Customer 352,customer352@example.com,2020-09-13 11:40:32
353,Customer 353,customer353@example.com,2020-09-14 05:12:47
354,Customer 354,customer354@example.com,2020-09-14 22:45:02
355,Customer 355,customer355@example.com,2020-09-15 16:17:17
356,Customer 356,customer356@example.com,2020-09-16 09:49:32
357,Customer 357,customer357@example.com,2020-09-17 03:21:48
358,Customer 358,customer358@example.com,2020-09-17 20:54:03
359,Customer 359,customer359@example.com,2020-09-18 14:26:18
360,Customer 360,customer360@example.com,2020-09-19 07:58:33
361,Customer 361,customer361@example.com,2020-09-20 01:30:48
362,Customer 362,customer362@example.com,2020-09-20 19:03:03
363,Customer 363,customer363@example.com,2020-09-21 12:35:18
364,Customer 364,customer364@example.com,2020-09-22 06:07:34
365,Customer 365,customer365@example.com,2020-09-22 23:39:49
366,Customer 366,customer366@example.com,2020-09-23 17:12:04
367,Customer 367,customer367@example.com,2020-09-24 10:44:19
368,Customer 368,customer368@example.com,2020-09-25 04:16:34
369,Customer 369,customer369@example.com,2020-09-25 21:48:49
370,Customer 370,customer370@example.com,2020-09-26 15:21:04
371,Customer 371,customer371@example.com,2020-09-27 08:53:20
372,Customer 372,customer372@example.com,2020-09-28 02:25:35
373,Customer 373,customer373@example.com,2020-09-28 19:57:50
374,Customer 374,customer374@example.com,2020-09-29 13:30:05
375,Customer 375,customer375@example.com,2020-09-30 07:02:20
376,Customer 376,customer376@example.com,2020-10-01 00:34:35
377,Customer 377,customer377@example.com,2020-10-01 18:06:50
378,Customer 378,customer378@example.com,2020-10-02 11:39:05
379,Customer 379,customer379@example.com,2020-10-03 05:11:21
380,Customer 380,customer380@example.com,2020-10-03 22:43:36
381,Customer 381,customer381@example.com,2020-10-04 16:15:51
382,Customer 382,customer382@example.com,2020-10-05 09:48:06
383,Customer 383,customer383@example.com,2020-10-06 03:20:21
384,Customer 384,customer384@example.com,2020-10-06 20:52:36
385,Customer 385,customer385@example.com,2020-10-07 14:24:51
386,Customer 386,customer386@example.com,2020-10-08 07:57:07
387,Customer 387,customer387@example.com,2020-10-09 01:29:22
388,Customer 388,customer388@example.com,2020-10-09 19:01:37
389,Customer 389,customer389@example.com,2020-10-10 12:33:52
390,Customer 390,customer390@example.com,2020-10-11 06:06:07
391,Customer 391,customer391@example.com,2020-10-11 23:38:22
392,Customer 392,customer392@example.com,2020-10-12 17:10:37
393,Customer 393,customer393@example.com,2020-10-13 10:42:52
394,Customer 394,customer394@example.com,2020-10-14 04:15:08
395,Customer 395,customer395@example.com,2020-10-14 21:47:23
396,Customer 396,customer396@example.com,2020-10-15 15:19:38
397,Customer 397,customer397@example.com,2020-10-16 08:51:53
398,Customer 398,customer398@example.com,2020-10-17 02:24:08
399,Customer 399,customer399@example.com,2020-10-17 19:56:23
400,Customer 400,customer400@example.com,2020-10-18 13:28:38
401,Customer 401,customer401@example.com,2020-10-19 07:00:54
402,Customer 402,customer402@example.com,2020-10-20 00:33:09
403,Customer 403,customer403@example.com,2020-10-20 18:05:24
404,Customer 404,customer404@example.com,2020-10-21 11:37:39
405,Customer 405,customer405@example.com,2020-10-22 05:09:54
406,Customer 406,customer406@example.com,2020-10-22 22:42:09
407,Customer 407,customer407@example.com,2020-10-23 16:14:24
408,Customer 408,customer408@example.com,2020-10-24 09:46:40
409,Customer 409,customer409@example.com,2020-10-25 03:18:55
410,Customer 410,customer410@example.com,2020-10-25 20:51:10
411,Customer 411,customer411@example.com,2020-10-26 14:23:25
412,Customer 412,customer412@example.com,2020-10-27 07:55:40
413,Customer 413,customer413@example.com,2020-10-28 01:27:55
414,Customer 414,customer414@example.com,2020-10-28 19:00:10
415,Customer 415,customer415@example.com,2020-10-29 12:32:25
416,Customer 416,customer416@example.com,2020-10-30 06:04:41
417,Customer 417,customer417@example.com,2020-10-30 23:36:56
418,Customer 418,customer418@example.com,2020-10-31 17:09:11
419,Customer 419,customer419@example.com,2020-11-01 10:41:26
420,Customer 420,customer420@example.com,2020-11-02 04:13:41
421,Customer 421,customer421@example.com,2020-11-02 21:45:56
422,Customer 422,customer422@example.com,2020-11-03 15:18:11
423,Customer 423,customer423@example.com,2020-11-04 08:50:27
424,Customer 424,customer424@example.com,2020-11-05 02:22:42
425,Customer 425,customer425@example.com,2020-11-05 19:54:57
426,Customer 426,customer426@example.com,2020-11-06 13:27:12
427,Customer 427,customer427@example.com,2020-11-07 06:59:27
428,Customer 428,customer428@example.com,2020-11-08 00:31:42
429,Customer 429,customer429@example.com,2020-11-08 18:03:57
430,Customer 430,customer430@example.com,2020-11-09 11:36:12
431,Customer 431,customer431@example.com,2020-11-10 05:08:28
432,Customer 432,customer432@example.com,2020-11-10 22:40:43
433,Customer 433,customer433@example.com,2020-11-11 16:12:58
434,Customer 434,customer434@example.com,2020-11-12 09:45:13
435,Customer 435,customer435@example.com,2020-11-13 03:17:28
436,Customer 436,customer436@example.com,2020-11-13 20:49:43
437,Customer 437,customer437@example.com,2020-11-14 14:21:58
438,Customer 438,customer438@example.com,2020-11-15 07:54:14
439,Customer 439,customer439@example.com,2020-11-16 01:26:29
440,Customer 440,customer440@example.com,2020-11-16 18:58:44
441,Customer 441,customer441@example.com,2020-11-17 12:30:59
442,Customer 442,customer442@example.com,2020-11-18 06:03:14
443,Customer 443,customer443@example.com,2020-11-18 23:35:29
444,Customer 444,customer444@example.com,2020-11-19 17:07:44
445,Customer 445,customer445@example.com,2020-11-20 10:40:00
446,Customer 446,customer446@example.com,2020-11-21 04:12:15
447,Customer 447,customer447@example.com,2020-11-21 21:44:30
448,Customer 448,customer448@example.com,2020-11-22 15:16:45
449,Customer 449,customer449@example.com,2020-11-23 08:49:00
450,Customer 450,customer450@example.com,2020-11-24 02:21:15
451,Customer 451,customer451@example.com,2020-11-24 19:53:30
452,Customer 452,customer452@example.com,2020-11-25 13:25:45
453,Customer 453,customer453@example.com,2020-11-26 06:58:01
454,Customer 454,customer454@example.com,2020-11-27 00:30:16
455,Customer 455,customer455@example.com,2020-11-27 18:02:31
456,Customer 456,customer456@example.com,2020-11-28 11:34:46
457,Customer 457,customer457@example.com,2020-11-29 05:07:01
458,Customer 458,customer458@example.com,2020-11-29 22:39:16
459,Customer 459,customer459@example.com,2020-11-30 16:11:31
460,Customer 460,customer460@example.com,2020-12-01 09:43:47
461,Customer 461,customer461@example.com,2020-12-02 03:16:02
462,Customer 462,customer462@example.com,2020-12-02 20:48:17
463,Customer 463,customer463@example.com,2020-12-03 14:20:32
464,Customer 464,customer464@example.com,2020-12-04 07:52:47
465,Customer 465,customer465@example.com,2020-12-05 01:25:02
466,Customer 466,customer466@example.com,2020-12-05 18:57:17
467,Customer 467,customer467@example.com,2020-12-06 12:29:32
468,Customer 468,customer468@example.com,2020-12-07 06:01:48
469,Customer 469,customer469@example.com,2020-12-07 23:34:03
470,Customer 470,customer470@example.com,2020-12-08 17:06:18
471,Customer 471,customer471@example.com,2020-12-09 10:38:33
472,Customer 472,customer472@example.com,2020-12-10 04:10:48
473,Customer 473,customer473@example.com,2020-12-10 21:43:03
474,Customer 474,customer474@example.com,2020-12-11 15:15:18
475,Customer 475,customer475@example.com,2020-12-12 08:47:34
476,Customer 476,customer476@example.com,2020-12-13 02:19:49
477,Customer 477,customer477@example.com,2020-12-13 19:52:04
478,Customer 478,customer478@example.com,2020-12-14 13:24:19
479,Customer 479,customer479@example.com,2020-12-15 06:56:34
480,Customer 480,customer480@example.com,2020-12-16 00:28:49
481,Customer 481,customer481@example.com,2020-12-16 18:01:04
